AX AY AZ AT GX GY GZ GT TS
-0.11 -0.11 -2.05 -2.27 12.57 9.95 8.79 31.31 1655503816.4235108
-0.11 -0.11 -2.05 -2.27 13.24 10.93 8.36 32.53 1655503816.425945
-0.11 -0.11 -2.04 -2.27 12.33 10.5 8.73 31.56 1655503816.429066
-0.11 -0.11 -2.04 -2.26 13.61 9.7 9.34 32.65 1655503816.4323533
-0.11 -0.11 -2.05 -2.27 13.55 9.22 9.7 32.47 1655503816.435672
-0.11 -0.11 -2.04 -2.25 12.82 9.03 9.7 31.56 1655503816.439013
-0.11 -0.11 -2.04 -2.27 11.6 10.8 8.91 31.31 1655503816.4423332
-0.11 -0.11 -2.04 -2.27 11.6 10.19 9.46 31.25 1655503816.4456434
-0.11 -0.11 -2.03 -2.26 13.0 10.56 7.57 31.13 1655503816.449227
-0.11 -0.11 -2.04 -2.26 11.78 9.52 9.4 30.7 1655503816.4522858
-0.11 -0.11 -2.04 -2.26 13.12 11.17 8.97 33.26 1655503816.4556236
-0.11 -0.11 -2.05 -2.27 12.7 9.83 9.09 31.62 1655503816.4590273
-0.11 -0.11 -2.04 -2.26 12.08 9.95 9.4 31.43 1655503816.462274
-0.11 -0.11 -2.04 -2.26 10.99 10.99 10.01 31.98 1655503816.4656107
-0.11 -0.11 -2.04 -2.26 11.96 10.8 8.42 31.19 1655503816.468909
-0.11 -0.11 -2.04 -2.26 12.15 9.77 9.09 31.01 1655503816.4723954
-0.11 -0.11 -2.04 -2.25 12.63 9.58 8.61 30.82 1655503816.4755762
-0.11 -0.11 -2.03 -2.25 12.57 10.5 9.89 32.96 1655503816.478765
-0.11 -0.12 -2.04 -2.27 12.33 10.68 9.64 32.65 1655503816.4822004
-0.11 -0.12 -2.04 -2.26 12.76 9.4 10.25 32.41 1655503816.4855072
-0.11 -0.11 -2.04 -2.26 13.49 9.46 9.46 32.41 1655503816.4887912
-0.11 -0.11 -2.05 -2.26 13.49 10.31 8.24 32.04 1655503816.4921358
-0.11 -0.11 -2.04 -2.26 13.67 9.64 7.87 31.19 1655503816.4956174
-0.11 -0.11 -2.05 -2.27 14.28 9.7 8.73 32.71 1655503816.498694
-0.11 -0.11 -2.04 -2.27 13.12 10.07 8.36 31.56 1655503816.5023913
-0.11 -0.11 -2.04 -2.26 12.08 10.01 9.7 31.8 1655503816.505395
-0.11 -0.12 -2.04 -2.27 13.61 10.01 9.77 33.39 1655503816.5086815
-0.11 -0.11 -2.04 -2.27 12.88 10.01 8.42 31.31 1655503816.5120995
-0.11 -0.11 -2.04 -2.26 13.92 9.52 9.77 33.2 1655503816.5153155
-0.11 -0.11 -2.05 -2.27 12.63 9.95 9.58 32.17 1655503816.5186274
-0.11 -0.11 -2.04 -2.27 12.82 9.89 10.31 33.02 1655503816.5220351
-0.11 -0.11 -2.04 -2.26 12.94 11.29 10.38 34.61 1655503816.5254154
-0.11 -0.11 -2.04 -2.27 13.73 10.07 8.67 32.47 1655503816.5284848
-0.11 -0.12 -2.04 -2.26 11.78 8.3 9.34 29.42 1655503816.531826
-0.11 -0.11 -2.04 -2.26 13.43 9.95 9.09 32.47 1655503816.5351586
-0.11 -0.11 -2.04 -2.26 14.16 9.46 9.83 33.45 1655503816.5383892
-0.11 -0.11 -2.03 -2.26 13.24 9.89 9.95 33.08 1655503816.541802
-0.11 -0.11 -2.03 -2.26 13.61 8.73 9.4 31.74 1655503816.5454297
-0.11 -0.12 -2.04 -2.26 14.4 9.83 8.91 33.14 1655503816.5484142
-0.11 -0.11 -2.03 -2.25 14.04 9.64 9.89 33.57 1655503816.551723
-0.11 -0.11 -2.04 -2.26 13.92 9.4 9.58 32.9 1655503816.5550556
-0.1 -0.12 -2.05 -2.27 14.22 8.91 7.45 30.58 1655503816.558425
-0.11 -0.11 -2.05 -2.27 13.31 9.89 9.7 32.9 1655503816.5617497
-0.11 -0.11 -2.04 -2.26 12.21 9.89 9.22 31.31 1655503816.565155
-0.11 -0.11 -2.04 -2.26 11.29 10.01 8.73 30.03 1655503816.5683913
-0.1 -0.11 -2.03 -2.25 12.57 10.01 8.91 31.49 1655503816.5716674
-0.11 -0.12 -2.03 -2.26 12.63 9.95 9.95 32.53 1655503816.5750234
-0.11 -0.11 -2.03 -2.25 14.53 10.31 9.28 34.12 1655503816.578294
-0.11 -0.11 -2.04 -2.26 12.51 10.44 9.58 32.53 1655503816.5817099
-0.11 -0.11 -2.04 -2.26 12.88 9.89 8.85 31.62 1655503816.5849562
-0.11 -0.11 -2.04 -2.27 15.32 8.97 10.13 34.42 1655503816.5878794
-0.11 -0.11 -2.05 -2.27 12.27 10.5 8.79 31.56 1655503816.591228
-0.11 -0.12 -2.04 -2.27 11.96 9.4 8.48 29.85 1655503816.5945022
-0.11 -0.11 -2.04 -2.26 11.96 9.7 9.22 30.88 1655503816.5979748
-0.11 -0.11 -2.04 -2.26 13.55 9.46 9.22 32.23 1655503816.6013842
-0.11 -0.11 -2.03 -2.26 12.76 9.46 8.61 30.82 1655503816.604469
-0.11 -0.11 -2.04 -2.26 11.72 10.07 8.61 30.4 1655503816.6079812
-0.11 -0.11 -2.04 -2.26 13.37 8.97 9.09 31.43 1655503816.6112897
-0.11 -0.11 -2.04 -2.26 13.73 10.01 9.58 33.33 1655503816.6146119
-0.11 -0.11 -2.04 -2.26 11.78 8.79 9.09 29.66 1655503816.6178956
-0.11 -0.11 -2.04 -2.26 12.45 8.79 10.44 31.68 1655503816.621186
-0.11 -0.11 -2.04 -2.26 13.43 10.07 8.91 32.41 1655503816.6244712
-0.11 -0.11 -2.05 -2.27 13.67 8.73 9.28 31.68 1655503816.6277814
-0.11 -0.11 -2.04 -2.27 12.33 10.38 8.91 31.62 1655503816.6313288
-0.11 -0.11 -2.04 -2.26 12.15 9.7 9.16 31.01 1655503816.634571
-0.11 -0.11 -2.04 -2.26 13.06 8.67 9.58 31.31 1655503816.6379006
-0.11 -0.12 -2.04 -2.27 12.45 10.62 8.67 31.74 1655503816.6412206
-0.11 -0.11 -2.03 -2.26 14.4 10.01 9.16 33.57 1655503816.6445465
-0.1 -0.11 -2.03 -2.25 14.22 9.46 9.89 33.57 1655503816.6478271
-0.11 -0.11 -2.04 -2.26 13.12 9.4 8.61 31.13 1655503816.651283
-0.11 -0.11 -2.04 -2.26 13.79 9.46 8.18 31.43 1655503816.6544642
-0.11 -0.11 -2.05 -2.27 13.37 9.28 9.58 32.23 1655503816.6577864
-0.11 -0.11 -2.05 -2.27 12.7 10.74 8.54 31.98 1655503816.6612399
-0.11 -0.11 -2.05 -2.28 10.99 10.19 8.12 29.3 1655503816.6645434
-0.11 -0.11 -2.04 -2.26 11.41 9.89 7.81 29.11 1655503816.6678393
-0.11 -0.11 -2.04 -2.26 12.15 9.4 9.7 31.25 1655503816.6711886
-0.11 -0.11 -2.04 -2.26 11.17 9.89 9.46 30.52 1655503816.6746085
-0.11 -0.12 -2.04 -2.26 13.37 9.34 9.34 32.04 1655503816.6777942
-0.11 -0.11 -2.04 -2.26 13.24 10.13 8.67 32.04 1655503816.6810656
-0.11 -0.11 -2.05 -2.27 13.0 10.5 8.91 32.41 1655503816.684438
-0.11 -0.11 -2.04 -2.26 13.73 10.8 9.34 33.87 1655503816.687445
-0.11 -0.11 -2.04 -2.26 15.2 9.58 9.46 34.24 1655503816.690696
-0.11 -0.11 -2.04 -2.26 14.22 11.05 9.58 34.85 1655503816.6940222
-0.11 -0.11 -2.04 -2.26 13.18 8.79 8.73 30.7 1655503816.6973443
-0.11 -0.11 -2.04 -2.26 13.0 10.62 9.28 32.9 1655503816.7007446
-0.11 -0.11 -2.04 -2.26 14.1 10.25 9.46 33.81 1655503816.7040415
-0.11 -0.11 -2.04 -2.26 14.77 9.03 10.07 33.87 1655503816.7073154
-0.11 -0.11 -2.04 -2.26 13.73 8.91 9.64 32.29 1655503816.7106538
-0.11 -0.11 -2.04 -2.26 13.49 10.86 9.46 33.81 1655503816.713894
-0.11 -0.12 -2.04 -2.27 13.49 9.83 9.83 33.14 1655503816.7171443
-0.11 -0.11 -2.04 -2.26 14.59 8.0 8.3 30.88 1655503816.7209215
-0.11 -0.11 -2.04 -2.26 13.49 10.5 8.85 32.84 1655503816.7241075
-0.11 -0.11 -2.04 -2.26 12.39 9.4 8.67 30.46 1655503816.7274444
-0.11 -0.12 -2.04 -2.26 14.04 9.28 8.61 31.92 1655503816.7307246
-0.11 -0.12 -2.04 -2.27 12.51 8.61 9.46 30.58 1655503816.7340367
-0.11 -0.12 -2.04 -2.27 13.37 10.01 9.22 32.59 1655503816.7373757
-0.11 -0.11 -2.04 -2.26 13.06 10.07 10.8 33.94 1655503816.7407227
-0.11 -0.12 -2.04 -2.26 13.92 10.68 9.34 33.94 1655503816.7442455
-0.1 -0.12 -2.04 -2.26 12.45 10.01 9.89 32.35 1655503816.747366
-0.11 -0.12 -2.05 -2.27 11.78 9.77 9.7 31.25 1655503816.7506118
-0.11 -0.11 -2.04 -2.26 12.88 10.74 8.97 32.59 1655503816.7539337
-0.1 -0.11 -2.04 -2.26 11.66 10.56 9.34 31.56 1655503816.757247
-0.11 -0.11 -2.04 -2.27 10.25 10.31 10.31 30.88 1655503816.7606337
-0.11 -0.11 -2.03 -2.25 12.82 9.83 8.79 31.43 1655503816.7638714
-0.11 -0.12 -2.04 -2.26 12.15 9.4 8.42 29.97 1655503816.767322
-0.11 -0.12 -2.04 -2.26 10.93 9.4 8.97 29.3 1655503816.7704387
-0.11 -0.11 -2.04 -2.26 12.7 9.64 9.58 31.92 1655503816.7737813
-0.11 -0.12 -2.04 -2.27 13.06 9.28 9.52 31.86 1655503816.77711
-0.11 -0.12 -2.04 -2.27 13.98 10.8 8.79 33.57 1655503816.7805526
-0.11 -0.11 -2.05 -2.27 11.9 9.46 8.79 30.15 1655503816.7838676
-0.11 -0.11 -2.04 -2.26 12.27 8.48 9.95 30.7 1655503816.7871897
-0.11 -0.12 -2.03 -2.26 13.43 8.91 10.25 32.59 1655503816.7907376
-0.11 -0.11 -2.04 -2.26 11.9 10.01 8.73 30.64 1655503816.7938316
-0.11 -0.11 -2.03 -2.25 13.24 9.03 9.95 32.23 1655503816.7971382
-0.11 -0.11 -2.04 -2.25 11.9 9.83 10.07 31.8 1655503816.8004596
-0.11 -0.11 -2.04 -2.26 11.72 9.4 10.68 31.8 1655503816.8037846
-0.11 -0.11 -2.04 -2.27 13.79 10.62 9.58 34.0 1655503816.8071103
-0.11 -0.11 -2.04 -2.26 13.06 10.86 9.52 33.45 1655503816.810376
-0.11 -0.12 -2.04 -2.27 13.31 11.29 8.54 33.14 1655503816.8138988
-0.11 -0.11 -2.04 -2.27 12.7 10.62 7.81 31.13 1655503816.817009
-0.11 -0.11 -2.04 -2.26 12.21 10.13 9.03 31.37 1655503816.820301
-0.11 -0.12 -2.04 -2.27 12.63 10.5 9.58 32.71 1655503816.8236153
-0.11 -0.12 -2.04 -2.27 11.72 9.64 9.34 30.7 1655503816.8275487
-0.11 -0.11 -2.04 -2.26 11.96 9.46 8.3 29.72 1655503816.8301227
-0.11 -0.11 -2.04 -2.26 13.06 9.16 9.77 31.98 1655503816.83347
-0.11 -0.11 -2.04 -2.27 13.0 9.89 8.73 31.62 1655503816.8368382
-0.11 -0.11 -2.04 -2.27 12.63 7.63 8.48 28.75 1655503816.8401268
-0.11 -0.11 -2.05 -2.27 14.59 8.79 9.52 32.9 1655503816.8434367
-0.11 -0.11 -2.04 -2.26 13.73 10.13 8.91 32.78 1655503816.8467698
-0.11 -0.11 -2.04 -2.26 12.94 10.07 8.42 31.43 1655503816.850076
-0.11 -0.11 -2.04 -2.27 12.76 10.31 9.64 32.71 1655503816.8535185
-0.11 -0.11 -2.04 -2.26 13.06 10.38 8.61 32.04 1655503816.85671
-0.11 -0.12 -2.04 -2.27 12.15 9.7 8.54 30.4 1655503816.8600152
-0.11 -0.11 -2.04 -2.26 12.39 8.36 8.85 29.6 1655503816.8633673
-0.1 -0.11 -2.04 -2.26 12.51 8.91 9.4 30.82 1655503816.866725
-0.11 -0.11 -2.04 -2.27 13.12 8.97 8.73 30.82 1655503816.8700564
-0.11 -0.12 -2.04 -2.27 13.37 10.44 8.0 31.8 1655503816.8733828
-0.11 -0.11 -2.04 -2.26 13.06 9.95 9.09 32.1 1655503816.8767097
-0.11 -0.12 -2.04 -2.26 12.08 11.23 9.34 32.65 1655503816.880029
-0.11 -0.11 -2.04 -2.26 11.96 11.35 9.89 33.2 1655503816.8833587
-0.1 -0.12 -2.04 -2.26 12.39 11.17 8.79 32.35 1655503816.886466
-0.11 -0.11 -2.04 -2.26 13.0 10.01 9.22 32.23 1655503816.8899236
-0.11 -0.12 -2.04 -2.26 12.39 8.79 8.24 29.42 1655503816.8928905
-0.11 -0.11 -2.04 -2.26 13.31 8.36 9.22 30.88 1655503816.8962202
-0.11 -0.12 -2.04 -2.27 14.1 7.93 9.09 31.13 1655503816.8995063
-0.11 -0.11 -2.04 -2.26 13.37 10.38 9.34 33.08 1655503816.9028656
-0.11 -0.12 -2.04 -2.27 14.71 9.28 9.7 33.69 1655503816.906478
-0.11 -0.12 -2.04 -2.27 13.0 9.52 8.85 31.37 1655503816.9095314
-0.11 -0.11 -2.04 -2.26 13.06 9.52 8.97 31.56 1655503816.912825
-0.1 -0.12 -2.04 -2.26 14.95 9.58 9.22 33.75 1655503816.9162052
-0.1 -0.11 -2.04 -2.26 13.12 10.38 9.95 33.45 1655503816.9194582
-0.11 -0.11 -2.04 -2.26 12.21 8.73 9.83 30.76 1655503816.9226735
-0.11 -0.11 -2.04 -2.26 12.39 9.83 8.73 30.94 1655503816.9263518
-0.11 -0.12 -2.04 -2.26 14.4 8.73 9.4 32.53 1655503816.9295835
-0.11 -0.11 -2.03 -2.26 12.76 9.28 9.95 31.98 1655503816.9327166
-0.11 -0.12 -2.03 -2.26 12.51 7.87 8.79 29.17 1655503816.9362795
-0.11 -0.11 -2.04 -2.26 13.98 9.03 8.97 31.98 1655503816.9393804
-0.11 -0.12 -2.04 -2.27 12.21 9.83 9.52 31.56 1655503816.9429526
-0.11 -0.11 -2.04 -2.26 11.29 9.77 9.4 30.46 1655503816.945872
-0.11 -0.11 -2.04 -2.27 13.92 10.8 8.61 33.33 1655503816.9495456
-0.11 -0.11 -2.04 -2.26 12.33 8.67 8.73 29.72 1655503816.9529686
-0.11 -0.11 -2.04 -2.26 11.54 10.07 8.79 30.4 1655503816.9562201
-0.11 -0.11 -2.04 -2.26 14.04 9.28 8.97 32.29 1655503816.959516
-0.11 -0.11 -2.04 -2.26 11.72 10.62 8.85 31.19 1655503816.9627888
-0.11 -0.11 -2.04 -2.26 12.82 9.58 10.44 32.84 1655503816.9661202
-0.12 -0.11 -2.03 -2.26 12.94 9.95 10.56 33.45 1655503816.9694612
-0.11 -0.11 -2.03 -2.25 13.24 8.91 8.42 30.58 1655503816.9727452
-0.11 -0.11 -2.04 -2.26 12.45 10.01 9.46 31.92 1655503816.9764044
-0.11 -0.11 -2.04 -2.26 13.67 10.99 9.46 34.12 1655503816.9794998
-0.11 -0.11 -2.04 -2.26 13.55 9.4 10.01 32.96 1655503816.9828286
-0.11 -0.11 -2.03 -2.25 14.16 9.58 9.09 32.84 1655503816.986123
-0.11 -0.11 -2.05 -2.27 13.18 9.89 9.95 33.02 1655503816.9894576
-0.11 -0.12 -2.04 -2.27 11.78 10.74 9.34 31.86 1655503816.9927819
-0.11 -0.12 -2.04 -2.26 11.96 8.97 8.42 29.36 1655503816.996074
-0.11 -0.11 -2.04 -2.26 12.63 10.31 8.42 31.37 1655503816.999412
-0.11 -0.11 -2.04 -2.26 12.7 9.95 9.64 32.29 1655503817.0026975
-0.11 -0.11 -2.04 -2.27 12.82 11.6 9.89 34.3 1655503817.0060165
-0.1 -0.11 -2.05 -2.27 13.55 9.64 10.68 33.87 1655503817.009306
-0.11 -0.11 -2.05 -2.27 14.16 8.06 10.07 32.29 1655503817.0126276
-0.11 -0.11 -2.05 -2.27 12.82 11.11 9.64 33.57 1655503817.0159266
-0.11 -0.11 -2.05 -2.27 12.45 9.16 9.58 31.19 1655503817.0192838
-0.1 -0.11 -2.05 -2.26 12.33 9.83 9.95 32.1 1655503817.0225554
-0.11 -0.11 -2.04 -2.27 12.27 9.22 9.09 30.58 1655503817.0258975
-0.11 -0.12 -2.04 -2.27 12.21 8.79 9.52 30.52 1655503817.029098
-0.11 -0.12 -2.04 -2.27 11.84 9.64 9.4 30.88 1655503817.032521
-0.11 -0.11 -2.04 -2.27 11.66 10.31 7.87 29.85 1655503817.0358727
-0.11 -0.11 -2.03 -2.26 14.22 10.07 9.7 34.0 1655503817.0392172
-0.11 -0.11 -2.04 -2.26 11.6 9.4 9.52 30.52 1655503817.042458
-0.11 -0.11 -2.04 -2.27 13.24 9.28 10.56 33.08 1655503817.0458038
-0.11 -0.11 -2.04 -2.27 10.31 11.17 9.95 31.43 1655503817.0491068
-0.11 -0.12 -2.04 -2.26 12.88 11.78 9.22 33.87 1655503817.0524075
-0.11 -0.11 -2.03 -2.26 13.0 11.11 9.16 33.26 1655503817.0557106
-0.11 -0.11 -2.04 -2.26 12.02 10.5 8.73 31.25 1655503817.0590727
-0.12 -0.12 -2.04 -2.27 11.72 10.56 9.16 31.43 1655503817.0623279
-0.11 -0.12 -2.03 -2.26 12.63 9.64 8.97 31.25 1655503817.0656292
-0.11 -0.11 -2.04 -2.26 13.06 10.62 10.44 34.12 1655503817.0690186
-0.11 -0.11 -2.04 -2.26 13.06 9.22 9.52 31.8 1655503817.0722609
-0.11 -0.11 -2.04 -2.26 13.73 11.11 9.16 34.0 1655503817.0756037
-0.11 -0.12 -2.04 -2.27 14.16 9.46 8.67 32.29 1655503817.0789225
-0.11 -0.12 -2.04 -2.26 12.02 11.05 9.4 32.47 1655503817.082235
-0.1 -0.11 -2.04 -2.26 13.67 10.44 8.42 32.53 1655503817.0855565
-0.11 -0.11 -2.05 -2.27 13.43 10.5 8.3 32.23 1655503817.0888572
-0.11 -0.11 -2.04 -2.26 12.7 8.54 9.16 30.4 1655503817.0921278
-0.1 -0.11 -2.04 -2.25 12.08 12.21 9.64 33.94 1655503817.0953481
-0.11 -0.11 -2.05 -2.27 12.82 9.83 10.25 32.9 1655503817.098672
-0.11 -0.11 -2.04 -2.27 12.63 9.28 9.52 31.43 1655503817.1017406
-0.11 -0.11 -2.04 -2.26 13.55 9.95 9.22 32.71 1655503817.1050596
-0.1 -0.11 -2.04 -2.26 13.37 9.83 9.09 32.29 1655503817.108505
-0.11 -0.11 -2.04 -2.26 12.82 10.07 8.67 31.56 1655503817.1118555
-0.11 -0.11 -2.05 -2.26 12.82 11.11 9.28 33.2 1655503817.115184
-0.11 -0.11 -2.05 -2.27 13.55 10.44 9.34 33.33 1655503817.1184878
-0.11 -0.11 -2.04 -2.26 12.57 11.23 9.95 33.75 1655503817.1220293
-0.11 -0.12 -2.04 -2.27 10.25 10.68 9.46 30.4 1655503817.1253371
-0.11 -0.11 -2.04 -2.26 12.27 10.74 8.36 31.37 1655503817.128667
-0.1 -0.11 -2.04 -2.26 13.0 9.4 9.03 31.43 1655503817.1319897
-0.11 -0.12 -2.03 -2.26 12.7 9.03 7.87 29.6 1655503817.1353438
-0.11 -0.12 -2.03 -2.25 13.31 10.93 8.91 33.14 1655503817.1385806
-0.11 -0.12 -2.04 -2.27 13.18 10.07 9.34 32.59 1655503817.1419303
-0.11 -0.11 -2.04 -2.27 13.67 9.64 9.03 32.35 1655503817.1452236
-0.11 -0.11 -2.04 -2.26 14.28 9.34 9.95 33.57 1655503817.14852
-0.1 -0.12 -2.04 -2.26 14.04 9.83 8.24 32.1 1655503817.1518526
-0.11 -0.12 -2.05 -2.27 14.28 10.93 8.91 34.12 1655503817.1552656
-0.11 -0.12 -2.04 -2.27 13.79 10.93 9.83 34.55 1655503817.1584952
-0.11 -0.12 -2.03 -2.26 12.15 9.89 9.09 31.13 1655503817.161792
-0.11 -0.12 -2.03 -2.26 13.12 10.01 9.4 32.53 1655503817.1651137
-0.11 -0.12 -2.04 -2.27 13.67 9.52 8.61 31.8 1655503817.1683822
-0.11 -0.12 -2.04 -2.27 13.92 8.85 9.03 31.8 1655503817.1717484
-0.11 -0.12 -2.04 -2.26 12.94 10.44 10.5 33.87 1655503817.174998
-0.11 -0.12 -2.05 -2.27 12.94 9.83 8.97 31.74 1655503817.1782582
-0.11 -0.11 -2.04 -2.27 12.33 9.83 9.64 31.8 1655503817.1816537
-0.11 -0.11 -2.04 -2.27 13.61 8.97 9.52 32.1 1655503817.1849904
-0.11 -0.11 -2.03 -2.25 13.37 10.25 8.97 32.59 1655503817.188276
-0.11 -0.11 -2.03 -2.25 12.7 9.58 8.97 31.25 1655503817.1915958
-0.11 -0.11 -2.05 -2.26 12.76 8.61 9.58 30.94 1655503817.194929
-0.11 -0.11 -2.03 -2.26 13.12 8.42 9.22 30.76 1655503817.1982312
-0.11 -0.11 -2.04 -2.27 13.92 10.68 8.97 33.57 1655503817.201573
-0.11 -0.11 -2.04 -2.27 13.61 10.38 10.07 34.06 1655503817.2049115
-0.12 -0.11 -2.04 -2.27 13.79 10.19 9.64 33.63 1655503817.2082846
-0.11 -0.11 -2.04 -2.27 13.31 10.01 8.48 31.8 1655503817.21151
-0.11 -0.11 -2.04 -2.26 13.43 7.51 8.73 29.66 1655503817.2148259
-0.11 -0.11 -2.04 -2.26 14.1 8.42 9.46 31.98 1655503817.2181325
-0.11 -0.11 -2.04 -2.26 12.82 10.44 10.62 33.87 1655503817.222612
-0.11 -0.11 -2.04 -2.27 13.49 10.68 9.4 33.57 1655503817.2252114
-0.11 -0.11 -2.04 -2.26 13.0 9.28 9.52 31.8 1655503817.2281566
-0.11 -0.11 -2.04 -2.26 13.31 11.54 8.48 33.33 1655503817.2314394
-0.12 -0.11 -2.04 -2.27 12.02 10.01 9.16 31.19 1655503817.2348957
-0.11 -0.11 -2.04 -2.26 12.82 8.54 9.03 30.4 1655503817.2382197
-0.11 -0.11 -2.04 -2.27 11.54 9.4 8.67 29.6 1655503817.2413695
-0.11 -0.11 -2.04 -2.26 12.08 10.62 10.07 32.78 1655503817.2451475
-0.11 -0.11 -2.04 -2.27 13.37 9.09 9.83 32.29 1655503817.2482188
-0.12 -0.11 -2.03 -2.26 13.85 9.16 9.46 32.47 1655503817.2511766
-0.11 -0.12 -2.04 -2.27 10.99 7.39 9.34 27.71 1655503817.2547393
-0.11 -0.11 -2.04 -2.27 13.31 8.42 8.91 30.64 1655503817.2581975
-0.11 -0.11 -2.04 -2.27 13.79 9.64 8.36 31.8 1655503817.262649
-0.11 -0.11 -2.04 -2.26 11.96 10.8 7.81 30.58 1655503817.2645917
-0.11 -0.11 -2.04 -2.27 11.96 9.64 9.16 30.76 1655503817.268229
-0.11 -0.11 -2.04 -2.27 13.67 9.95 9.22 32.84 1655503817.2716582
-0.11 -0.12 -2.04 -2.27 13.67 8.36 10.13 32.17 1655503817.2745922
-0.11 -0.11 -2.05 -2.27 12.63 8.97 10.07 31.68 1655503817.2780192
-0.11 -0.12 -2.04 -2.27 13.06 8.42 9.83 31.31 1655503817.2811532
-0.11 -0.11 -2.04 -2.26 12.76 9.46 9.52 31.74 1655503817.284437
-0.11 -0.11 -2.04 -2.26 13.79 11.05 9.46 34.3 1655503817.2877855
-0.11 -0.11 -2.04 -2.26 11.78 10.8 9.22 31.8 1655503817.2910702
-0.11 -0.11 -2.04 -2.26 13.49 10.13 8.97 32.59 1655503817.294139
-0.11 -0.11 -2.03 -2.25 13.73 9.34 8.79 31.86 1655503817.2973475
-0.1 -0.12 -2.04 -2.26 12.7 10.25 9.77 32.71 1655503817.3006458
-0.11 -0.11 -2.05 -2.26 13.85 11.35 9.95 35.16 1655503817.3041484
-0.11 -0.12 -2.04 -2.27 13.18 8.67 8.18 30.03 1655503817.3074062
-0.11 -0.12 -2.04 -2.26 12.51 9.52 8.91 30.94 1655503817.31074
-0.11 -0.11 -2.04 -2.26 13.92 9.7 9.77 33.39 1655503817.313998
-0.11 -0.12 -2.04 -2.27 11.29 8.24 10.19 29.72 1655503817.3173056
-0.1 -0.12 -2.04 -2.26 12.82 10.01 9.28 32.1 1655503817.3208275
-0.1 -0.12 -2.04 -2.26 13.12 8.97 8.67 30.76 1655503817.3243167
-0.11 -0.11 -2.04 -2.26 11.78 8.73 9.28 29.79 1655503817.3273957
-0.1 -0.12 -2.04 -2.26 10.62 10.01 9.58 30.21 1655503817.3307815
-0.1 -0.12 -2.03 -2.25 12.08 9.95 9.52 31.56 1655503817.3342726
-0.11 -0.12 -2.04 -2.27 14.16 10.38 9.34 33.87 1655503817.3374968
-0.11 -0.12 -2.04 -2.26 14.65 8.12 8.85 31.62 1655503817.3409827
-0.1 -0.12 -2.04 -2.26 12.45 7.63 8.61 28.69 1655503817.344053
-0.11 -0.12 -2.04 -2.27 12.15 8.97 9.46 30.58 1655503817.3476775
-0.11 -0.11 -2.04 -2.26 11.78 9.83 9.16 30.76 1655503817.351067
-0.11 -0.12 -2.03 -2.26 10.99 10.07 9.22 30.27 1655503817.354126
-0.11 -0.11 -2.04 -2.27 12.08 9.4 9.22 30.7 1655503817.3576818
-0.11 -0.11 -2.04 -2.26 13.24 8.73 8.0 29.97 1655503817.360828
-0.11 -0.11 -2.04 -2.26 14.16 8.85 9.22 32.23 1655503817.3640547
-0.11 -0.11 -2.04 -2.27 12.7 9.64 9.34 31.68 1655503817.3677387
-0.11 -0.11 -2.04 -2.27 12.39 10.01 9.03 31.43 1655503817.370746
-0.11 -0.12 -2.04 -2.27 11.72 9.46 9.58 30.76 1655503817.3742895
-0.11 -0.12 -2.04 -2.27 10.13 9.58 10.01 29.72 1655503817.3773413
-0.11 -0.11 -2.04 -2.27 12.02 8.79 9.46 30.27 1655503817.3809936
-0.11 -0.11 -2.04 -2.26 12.27 9.4 8.3 29.97 1655503817.3839407
-0.11 -0.12 -2.04 -2.27 10.86 9.28 9.16 29.3 1655503817.3885498
-0.11 -0.11 -2.03 -2.25 12.15 8.85 7.87 28.87 1655503817.391185
-0.11 -0.11 -2.04 -2.26 11.9 9.16 9.58 30.64 1655503817.3945792
-0.11 -0.11 -2.04 -2.26 13.37 9.52 9.22 32.1 1655503817.3986464
-0.11 -0.11 -2.04 -2.26 13.79 10.07 9.58 33.45 1655503817.4011226
-0.11 -0.11 -2.04 -2.27 11.96 9.52 8.24 29.72 1655503817.4036868
-0.11 -0.11 -2.04 -2.26 11.72 9.22 9.34 30.27 1655503817.4069893
-0.11 -0.11 -2.03 -2.26 13.12 8.97 9.46 31.56 1655503817.410272
-0.11 -0.11 -2.04 -2.26 12.82 9.7 9.22 31.74 1655503817.4145339
-0.11 -0.11 -2.03 -2.26 13.06 8.48 8.61 30.15 1655503817.417088
-0.11 -0.11 -2.04 -2.26 13.06 9.34 8.48 30.88 1655503817.4210005
-0.1 -0.11 -2.04 -2.25 13.12 9.4 8.61 31.13 1655503817.4236887
-0.11 -0.11 -2.03 -2.26 12.76 10.86 9.83 33.45 1655503817.427251
-0.11 -0.11 -2.04 -2.25 14.04 10.13 10.07 34.24 1655503817.4304578
-0.11 -0.12 -2.04 -2.27 14.34 9.64 11.11 35.1 1655503817.4338117
-0.11 -0.11 -2.04 -2.26 13.43 10.07 9.16 32.65 1655503817.4370039
-0.11 -0.11 -2.04 -2.26 13.55 11.17 8.79 33.51 1655503817.4403484
-0.11 -0.11 -2.04 -2.26 12.82 8.85 8.12 29.79 1655503817.4437
-0.11 -0.11 -2.03 -2.25 12.27 9.89 8.06 30.21 1655503817.446999
-0.11 -0.11 -2.04 -2.26 12.88 9.95 8.48 31.31 1655503817.4504263
-0.11 -0.11 -2.04 -2.26 10.86 8.85 8.67 28.38 1655503817.4538872
